transaction_id,account_id,merchant_id,transaction_timestamp,transaction_type,amount,payment_channel,status,currency
T002203,A00281,M0057,2024-05-23 13:51:16,Purchase,486.21,Card,Success,INR
T002204,A00258,M0037,2025-11-09 09:17:59,Purchase,2227.02,Card,Success,INR
T002205,A00275,M0060,2025-02-15 11:14:38,Purchase,504.86,UPI,Success,INR
T002206,A00238,M0038,2024-08-11 07:20:01,Purchase,563.23,Card,Success,INR
T002207,A00020,M0012,2024-08-07 07:55:02,Purchase,418.81,Card,Success,INR
T002208,A00233,M0075,2024-06-27 03:43:14,Withdrawal,3636.06,UPI,Failed,INR
T002209,A00221,M0084,2025-09-22 02:34:22,Purchase,4655.31,UPI,Success,INR
T002210,A00326,M0073,2025-03-08 01:14:47,Transfer,568.95,NetBanking,Pending,INR
T002211,A00017,M0001,2024-09-21 07:35:41,Withdrawal,529.42,NetBanking,Success,INR
T002212,A00380,M0058,2025-03-04 03:46:10,Purchase,1920.45,Card,Failed,INR
T002213,A00089,M0003,2025-10-23 15:54:28,Withdrawal,5193.84,NetBanking,Success,INR
T002214,A00196,M0063,2025-02-19 08:13:25,Purchase,4686.9,Card,Success,INR
T002215,A00350,M0021,2025-03-28 19:53:22,Purchase,775.45,Wallet,Success,INR
T002216,A00084,M0023,2025-12-27 07:25:23,Purchase,929.65,UPI,Success,INR
T002217,A00387,M0009,2024-07-15 19:11:48,Purchase,361.99,Wallet,Pending,INR
T002218,A00087,M0083,2025-07-07 21:43:26,Withdrawal,767.62,Card,Success,INR
T002219,A00307,M0055,2024-02-22 16:41:38,Bill_Payment,1196.28,Card,Success,INR
T002220,A00338,M0019,2025-04-24 13:31:47,Purchase,325.45,Card,Success,INR
T002221,A00154,M0062,2025-03-18 13:37:08,Purchase,671.5,UPI,Success,INR
T002222,A00440,M0087,2024-11-25 15:48:41,Purchase,1339.42,NetBanking,Success,INR
T002223,A00228,M0091,2024-09-07 16:52:40,Transfer,279.23,UPI,Success,INR
T002224,A00448,M0091,2024-05-02 02:50:49,Purchase,1672.63,UPI,Success,INR
T002225,A00264,M0039,2025-01-21 18:50:47,Transfer,2747.25,Card,Success,INR
T002226,A00223,M0100,2024-12-04 12:10:39,Withdrawal,1831.75,UPI,Failed,INR
T002227,A00421,M0076,2024-12-13 11:01:13,Purchase,701.27,UPI,Success,INR
T002228,A00121,M0027,2024-01-29 01:00:42,Refund,3148.86,Wallet,Success,INR
T002229,A00411,M0046,2024-02-04 01:45:38,Purchase,3822.66,Wallet,Success,INR
T002230,A00173,M0034,2025-06-01 14:22:41,Refund,1459.73,Card,Success,INR
T002231,A00004,M0033,2025-01-30 02:40:22,Purchase,1254.05,NetBanking,Success,INR
T002232,A00342,M0092,2025-09-14 13:27:03,Purchase,627.83,ATM,Success,INR
T002233,A00128,M0095,2024-10-20 11:54:33,Withdrawal,760.51,Card,Success,INR
T002234,A00110,M0096,2025-08-11 13:12:45,Withdrawal,2878.31,Wallet,Success,INR
T002235,A00355,M0050,2024-12-14 02:10:06,Bill_Payment,5793.25,UPI,Success,INR
T002236,A00037,M0020,2024-05-26 00:12:37,Purchase,754.85,NetBanking,Pending,INR
T002237,A00071,M0040,2024-03-07 05:57:50,Bill_Payment,939.95,UPI,Success,INR
T002238,A00289,M0099,2025-06-03 01:43:40,Purchase,612.46,NetBanking,Success,INR
T002239,A00031,M0095,2024-05-01 15:12:34,Purchase,744.17,NetBanking,Success,INR
T002240,A00439,M0058,2024-12-05 22:10:52,Purchase,353.47,UPI,Success,INR
T002241,A00381,M0031,2024-06-23 06:15:05,Withdrawal,1613.64,Card,Failed,INR
T002242,A00268,M0038,2025-11-21 07:51:28,Transfer,350.27,Wallet,Success,INR
T002243,A00011,M0086,2025-08-19 20:41:32,Purchase,669.53,Wallet,Failed,INR
T002244,A00344,M0045,2025-03-26 05:18:29,Purchase,1037.93,UPI,Failed,INR
T002245,A00328,M0041,2025-07-10 00:58:17,Purchase,336.08,NetBanking,Success,INR
T002246,A00032,M0009,2024-05-15 15:55:26,Purchase,546.49,UPI,Success,INR
T002247,A00057,M0009,2024-01-16 02:44:24,Purchase,398.29,NetBanking,Success,INR
T002248,A00166,M0063,2024-11-28 20:38:30,Transfer,2950.26,UPI,Success,INR
T002249,A00188,M0079,2024-07-13 05:50:17,Transfer,3952.91,UPI,Success,INR
T002250,A00342,M0077,2025-05-10 00:30:21,Bill_Payment,538.95,UPI,Failed,INR
T002251,A00019,M0022,2024-01-09 13:58:57,Purchase,13186.95,UPI,Success,INR
T002252,A00116,M0016,2024-11-29 12:38:05,Purchase,473.13,NetBanking,Success,INR
T002253,A00184,M0032,2024-11-28 23:12:37,Transfer,749.24,UPI,Success,INR
T002254,A00270,M0066,2024-11-22 15:39:48,Transfer,1708.93,NetBanking,Success,INR
T002255,A00033,M0090,2024-01-15 02:52:52,Transfer,1860.43,ATM,Success,INR
T002256,A00010,M0014,2025-09-05 19:48:53,Bill_Payment,822.94,NetBanking,Success,INR
T002257,A00080,M0038,2024-08-13 04:31:23,Transfer,2936.05,Card,Success,INR
T002258,A00192,M0098,2025-02-28 11:20:57,Purchase,3225.5,Card,Success,INR
T002259,A00320,M0008,2025-02-11 14:22:52,Purchase,1089.08,UPI,Success,INR
T002260,A00190,M0100,2024-04-22 16:34:30,Withdrawal,958.06,UPI,Success,INR
T002261,A00068,M0021,2025-03-03 20:18:53,Withdrawal,633.03,Wallet,Success,INR
T002262,A00348,M0056,2024-01-01 08:41:01,Purchase,430.0,UPI,Success,INR
T002263,A00125,M0046,2024-09-22 15:52:34,Purchase,533.57,Wallet,Failed,INR
T002264,A00427,M0043,2025-05-05 01:41:47,Transfer,1790.19,UPI,Success,INR
T002265,A00336,M0092,2024-07-26 09:52:41,Transfer,1097.33,UPI,Success,INR
T002266,A00059,M0046,2025-09-13 21:17:54,Purchase,880.26,UPI,Success,INR
T002267,A00436,M0048,2025-12-12 09:47:48,Purchase,655.95,NetBanking,Success,INR
T002268,A00097,M0070,2025-01-03 08:46:48,Purchase,668.84,Card,Success,INR
T002269,A00275,M0084,2024-11-01 03:38:58,Bill_Payment,1052.97,UPI,Success,INR
T002270,A00149,M0031,2024-01-12 10:28:13,Purchase,980.73,Card,Success,INR
T002271,A00278,M0033,2024-12-10 23:03:20,Withdrawal,1095.61,Wallet,Success,INR
T002272,A00265,M0044,2025-04-09 05:54:08,Transfer,734.98,Card,Success,INR
T002273,A00009,M0071,2025-11-30 05:10:32,Purchase,599.6,UPI,Success,INR
T002274,A00283,M0008,2025-10-27 13:12:27,Transfer,1104.98,UPI,Success,INR
T002275,A00273,M0073,2025-05-08 03:21:40,Purchase,1968.09,NetBanking,Pending,INR
T002276,A00428,M0002,2025-01-02 13:18:50,Transfer,693.86,Card,Failed,INR
T002277,A00301,M0017,2025-02-23 18:34:21,Transfer,127.92,Wallet,Success,INR
T002278,A00008,M0052,2024-06-19 21:21:45,Purchase,320.31,Card,Success,INR
T002279,A00208,M0045,2024-05-13 14:43:45,Purchase,2883.69,UPI,Success,INR
T002280,A00402,M0037,2025-03-02 21:04:36,Withdrawal,2682.12,UPI,Success,INR
T002281,A00125,M0042,2024-01-25 21:55:44,Purchase,1962.71,Card,Success,INR
T002282,A00123,M0044,2025-06-13 14:07:20,Transfer,1739.58,UPI,Success,INR
T002283,A00033,M0081,2024-07-08 05:22:49,Purchase,2740.61,ATM,Success,INR
T002284,A00001,M0038,2024-05-20 05:07:40,Bill_Payment,805.25,UPI,Success,INR
T002285,A00204,M0099,2025-07-08 00:24:21,Transfer,1242.68,Card,Success,INR
T002286,A00006,M0094,2025-10-19 11:46:02,Transfer,547.53,UPI,Success,INR
T002287,A00297,M0006,2024-11-10 07:56:50,Purchase,936.55,UPI,Success,INR
T002288,A00439,M0068,2025-03-19 05:49:55,Purchase,6042.86,Card,Success,INR
T002289,A00005,M0051,2024-11-14 23:31:56,Purchase,521.15,Card,Success,INR
T002290,A00443,M0035,2025-03-16 02:08:37,Purchase,384.27,UPI,Success,INR
T002291,A00080,M0058,2024-04-01 21:54:27,Transfer,921.25,UPI,Success,INR
T002292,A00274,M0057,2024-06-27 22:04:32,Transfer,765.18,Card,Failed,INR
T002293,A00177,M0073,2024-02-25 17:47:02,Purchase,1393.23,NetBanking,Success,INR
T002294,A00338,M0006,2024-06-03 14:54:28,Transfer,2238.55,UPI,Success,INR
T002295,A00321,M0013,2025-11-02 14:20:45,Purchase,782.84,Card,Success,INR
T002296,A00339,M0059,2024-04-20 08:12:30,Purchase,7303.44,UPI,Success,INR
T002297,A00438,M0086,2024-05-16 23:55:51,Bill_Payment,3319.69,Card,Failed,INR
T002298,A00445,M0092,2024-08-19 00:59:36,Transfer,551.6,Card,Pending,INR
T002299,A00136,M0030,2025-04-12 11:21:08,Transfer,1021.29,UPI,Success,INR
T002300,A00387,M0100,2025-04-25 12:53:00,Purchase,1764.39,Card,Success,INR
T002301,A00025,M0002,2024-03-08 01:35:28,Purchase,520.08,UPI,Failed,INR
T002302,A00325,M0058,2024-09-05 09:06:40,Purchase,171.02,UPI,Success,INR
T002303,A00183,M0036,2024-11-18 03:01:26,Bill_Payment,6225.7,Card,Failed,INR
T002304,A00168,M0072,2025-06-01 22:06:54,Transfer,404.92,Card,Success,INR
T002305,A00338,M0045,2025-03-07 19:25:09,Purchase,2361.81,NetBanking,Success,INR
T002306,A00178,M0009,2025-05-01 13:07:16,Bill_Payment,2059.85,UPI,Success,INR
T002307,A00373,M0065,2025-08-28 12:43:25,Purchase,526.23,NetBanking,Success,INR
T002308,A00095,M0077,2025-03-04 09:02:12,Withdrawal,6399.11,UPI,Success,INR
T002309,A00033,M0050,2024-09-25 07:58:08,Purchase,1162.27,UPI,Success,INR
T002310,A00111,M0079,2025-12-09 03:04:23,Purchase,1241.4,Card,Success,INR
T002311,A00146,M0032,2025-06-20 06:24:49,Purchase,274.67,Card,Success,INR
T002312,A00381,M0098,2024-05-27 15:32:22,Purchase,163.89,ATM,Success,INR
T002313,A00441,M0043,2024-04-27 14:23:49,Withdrawal,881.55,Card,Success,INR
T002314,A00231,M0095,2025-01-01 14:02:33,Withdrawal,3524.65,UPI,Success,INR
T002315,A00272,M0078,2024-03-06 09:19:45,Transfer,205.28,Wallet,Success,INR
T002316,A00336,M0054,2025-01-04 19:55:39,Bill_Payment,1249.9,UPI,Success,INR
T002317,A00038,M0047,2024-06-23 16:23:24,Purchase,1180.21,UPI,Success,INR
T002318,A00425,M0014,2025-08-10 00:40:38,Bill_Payment,3350.7,Card,Success,INR
T002319,A00135,M0048,2025-05-09 06:26:52,Bill_Payment,2737.59,Wallet,Success,INR
T002320,A00334,M0055,2024-04-23 13:59:22,Purchase,1244.21,NetBanking,Success,INR
T002321,A00235,M0029,2024-04-20 20:02:57,Purchase,1008.07,Card,Success,INR
T002322,A00437,M0047,2025-03-14 04:43:03,Withdrawal,573.71,NetBanking,Success,INR
T002323,A00319,M0063,2025-12-15 03:53:46,Purchase,391.16,Card,Success,INR
T002324,A00368,M0019,2024-05-26 14:09:58,Withdrawal,624.06,NetBanking,Success,INR
T002325,A00345,M0091,2024-02-04 15:29:04,Purchase,404.99,UPI,Success,INR
T002326,A00160,M0009,2024-11-04 15:50:13,Transfer,997.65,UPI,Success,INR
T002327,A00038,M0037,2025-06-21 14:10:39,Transfer,1062.88,UPI,Success,INR
T002328,A00150,M0092,2024-01-14 13:50:31,Purchase,856.44,Wallet,Success,INR
T002329,A00400,M0052,2025-01-08 23:39:32,Purchase,1210.05,NetBanking,Success,INR
T002330,A00308,M0057,2025-07-10 09:36:43,Purchase,725.4,Card,Success,INR
T002331,A00029,M0088,2025-03-03 21:35:58,Purchase,2339.04,UPI,Pending,INR
T002332,A00144,M0028,2025-12-28 18:48:33,Bill_Payment,1347.28,UPI,Success,INR
T002333,A00076,M0036,2024-08-20 03:38:25,Purchase,709.37,NetBanking,Success,INR
T002334,A00145,M0064,2025-12-05 18:39:42,Withdrawal,383.8,UPI,Failed,INR
T002335,A00229,M0018,2025-07-16 14:29:07,Purchase,1019.0,NetBanking,Success,INR
T002336,A00064,M0089,2025-12-26 20:56:40,Transfer,3062.64,UPI,Success,INR
T002337,A00347,M0035,2025-10-24 12:53:54,Bill_Payment,1864.04,Card,Success,INR
T002338,A00345,M0068,2025-03-15 07:21:55,Purchase,2169.72,Card,Success,INR
T002339,A00269,M0078,2025-05-16 16:06:41,Bill_Payment,2104.1,NetBanking,Success,INR
T002340,A00328,M0039,2024-10-01 16:13:17,Transfer,3275.07,UPI,Success,INR
T002341,A00184,M0090,2024-03-16 17:03:35,Purchase,2382.49,Card,Success,INR
T002342,A00261,M0008,2025-03-14 04:42:40,Bill_Payment,1254.09,Card,Failed,INR
T002343,A00268,M0088,2025-11-29 22:43:58,Purchase,760.24,Wallet,Success,INR
T002344,A00169,M0080,2024-10-15 12:42:58,Purchase,2412.4,Card,Success,INR
T002345,A00259,M0084,2025-06-23 08:35:41,Transfer,124.31,UPI,Success,INR
T002346,A00227,M0015,2025-11-22 11:22:35,Withdrawal,3431.16,Card,Failed,INR
T002347,A00033,M0007,2024-09-09 21:49:25,Withdrawal,2040.62,Card,Pending,INR
T002348,A00377,M0017,2024-05-05 15:48:28,Purchase,4792.18,NetBanking,Success,INR
T002349,A00214,M0086,2024-06-25 17:47:47,Refund,400.36,UPI,Success,INR
T002350,A00050,M0086,2024-02-06 15:28:16,Withdrawal,3120.74,UPI,Success,INR
T002351,A00440,M0064,2025-02-13 05:07:09,Bill_Payment,1992.62,Wallet,Success,INR
T002352,A00393,M0012,2025-09-02 21:17:56,Purchase,634.78,Wallet,Success,INR
T002353,A00210,M0082,2025-09-01 04:07:27,Transfer,969.99,UPI,Failed,INR
T002354,A00434,M0056,2024-05-06 13:06:31,Bill_Payment,910.83,UPI,Success,INR
T002355,A00029,M0046,2025-04-27 09:30:56,Purchase,789.6,UPI,Success,INR
T002356,A00039,M0047,2024-06-16 07:59:34,Refund,325.78,UPI,Success,INR
T002357,A00347,M0079,2025-08-14 02:32:07,Purchase,3155.5,UPI,Success,INR
T002358,A00100,M0016,2024-10-20 07:50:05,Purchase,467.92,UPI,Success,INR
T002359,A00173,M0069,2025-09-29 22:32:43,Bill_Payment,426.33,NetBanking,Success,INR
T002360,A00017,M0002,2024-12-08 16:19:24,Refund,3226.81,UPI,Success,INR
T002361,A00056,M0092,2024-11-05 10:44:24,Purchase,310.31,Card,Success,INR
T002362,A00226,M0054,2025-10-23 15:46:35,Purchase,835.16,Card,Success,INR
T002363,A00046,M0027,2025-06-11 08:58:53,Withdrawal,448.16,Card,Success,INR
T002364,A00067,M0031,2025-06-23 10:01:19,Bill_Payment,4784.12,Card,Success,INR
T002365,A00197,M0041,2025-02-22 23:23:45,Transfer,3069.84,Card,Success,INR
T002366,A00142,M0036,2025-03-19 06:44:19,Transfer,523.48,NetBanking,Success,INR
T002367,A00323,M0047,2025-11-15 07:22:51,Withdrawal,447.05,NetBanking,Success,INR
T002368,A00023,M0043,2025-07-11 14:11:59,Purchase,2187.5,UPI,Success,INR
T002369,A00094,M0065,2024-08-23 02:13:29,Refund,1619.73,UPI,Success,INR
T002370,A00242,M0050,2025-03-14 17:10:29,Purchase,797.38,NetBanking,Success,INR
T002371,A00237,M0093,2024-08-01 10:37:10,Transfer,733.7,Card,Success,INR
T002372,A00445,M0001,2024-03-25 15:34:09,Purchase,888.48,ATM,Success,INR
T002373,A00407,M0072,2024-03-25 10:08:18,Purchase,2469.42,UPI,Success,INR
T002374,A00411,M0057,2025-05-03 08:00:20,Withdrawal,4508.13,UPI,Success,INR
T002375,A00054,M0016,2024-03-05 11:11:55,Refund,5655.87,Card,Success,INR
T002376,A00138,M0028,2025-10-07 09:06:35,Transfer,566.23,UPI,Success,INR
T002377,A00333,M0086,2025-10-24 23:43:31,Withdrawal,1155.42,Card,Success,INR
T002378,A00272,M0082,2025-09-18 10:53:11,Purchase,3674.46,NetBanking,Success,INR
T002379,A00041,M0022,2024-03-04 15:07:33,Bill_Payment,500.94,Card,Failed,INR
T002380,A00098,M0041,2024-12-08 03:27:33,Purchase,593.55,UPI,Success,INR
T002381,A00183,M0076,2024-12-17 13:58:45,Purchase,2246.62,NetBanking,Success,INR
T002382,A00128,M0019,2024-06-06 13:44:50,Purchase,719.23,Card,Success,INR
T002383,A00229,M0089,2025-08-11 20:46:36,Transfer,290.65,Card,Success,INR
T002384,A00317,M0050,2025-05-05 13:53:13,Refund,521.01,Card,Success,INR
T002385,A00086,M0059,2025-10-19 12:41:46,Transfer,2673.84,Card,Success,INR
T002386,A00256,M0069,2025-04-07 11:53:37,Purchase,1372.14,Card,Success,INR
T002387,A00209,M0034,2024-08-12 17:55:44,Purchase,268.8,Card,Success,INR
T002388,A00215,M0039,2024-11-08 15:28:30,Transfer,633.94,NetBanking,Success,INR
T002389,A00374,M0074,2025-09-06 14:06:39,Purchase,5655.88,UPI,Success,INR
T002390,A00100,M0007,2025-04-10 16:56:04,Purchase,1030.15,Card,Success,INR
T002391,A00049,M0052,2024-03-28 14:54:38,Transfer,880.9,Card,Success,INR
T002392,A00201,M0060,2024-10-29 19:45:50,Refund,1104.77,UPI,Success,INR
T002393,A00436,M0052,2025-11-10 16:47:18,Purchase,1318.99,NetBanking,Success,INR
T002394,A00258,M0079,2025-03-10 21:27:03,Purchase,771.45,UPI,Success,INR
T002395,A00376,M0024,2025-11-12 17:12:06,Bill_Payment,3664.64,UPI,Pending,INR
T002396,A00178,M0026,2024-05-14 01:03:21,Withdrawal,717.76,Card,Success,INR
T002397,A00245,M0090,2024-02-19 11:24:08,Bill_Payment,2682.19,UPI,Success,INR
T002398,A00123,M0090,2025-03-07 11:09:04,Purchase,5654.46,NetBanking,Success,INR
T002399,A00342,M0010,2024-12-05 02:49:08,Purchase,1540.64,Card,Success,INR
T002400,A00171,M0017,2024-12-12 23:00:19,Refund,427.14,UPI,Success,INR
T002401,A00333,M0078,2025-10-07 05:31:01,Purchase,1299.09,ATM,Success,INR
T002402,A00136,M0002,2024-12-12 17:08:37,Transfer,660.24,UPI,Success,INR
T002403,A00059,M0077,2025-10-10 06:14:40,Purchase,2460.87,Card,Success,INR
T002404,A00193,M0027,2024-09-01 05:10:37,Transfer,1321.5,NetBanking,Pending,INR
T002405,A00268,M0073,2024-04-18 12:23:41,Bill_Payment,985.21,Card,Success,INR
T002406,A00260,M0071,2025-06-16 16:45:04,Transfer,442.51,ATM,Success,INR
T002407,A00373,M0048,2024-03-30 13:10:31,Bill_Payment,205.44,NetBanking,Success,INR
T002408,A00095,M0074,2024-10-22 15:36:12,Purchase,528.27,Wallet,Success,INR
T002409,A00125,M0009,2024-04-21 07:03:57,Refund,1970.3,UPI,Success,INR
T002410,A00041,M0086,2025-08-11 02:15:49,Purchase,3179.63,Card,Success,INR
T002411,A00379,M0023,2024-06-25 04:04:31,Purchase,829.57,NetBanking,Success,INR
T002412,A00254,M0071,2024-12-08 06:25:19,Purchase,468.61,Wallet,Success,INR
T002413,A00007,M0073,2025-10-21 12:48:37,Withdrawal,1300.83,Wallet,Success,INR
T002414,A00216,M0027,2024-04-10 04:31:19,Bill_Payment,2037.85,Wallet,Success,INR
T002415,A00069,M0088,2025-09-20 19:07:15,Purchase,2207.18,NetBanking,Success,INR
T002416,A00069,M0093,2025-08-26 01:20:03,Transfer,1306.47,UPI,Success,INR
T002417,A00081,M0081,2025-02-04 23:01:37,Bill_Payment,7067.42,UPI,Success,INR
T002418,A00030,M0084,2024-01-28 16:53:25,Bill_Payment,3435.76,UPI,Success,INR
T002419,A00073,M0071,2025-06-20 05:03:21,Transfer,364.85,UPI,Success,INR
T002420,A00262,M0043,2024-02-27 07:57:14,Bill_Payment,292.74,UPI,Success,INR
T002421,A00089,M0007,2025-05-12 04:06:00,Transfer,396.51,UPI,Success,INR
T002422,A00403,M0092,2024-10-23 03:00:26,Purchase,3138.58,UPI,Success,INR
T002423,A00208,M0083,2024-05-13 12:42:55,Purchase,235.49,ATM,Success,INR
T002424,A00213,M0063,2024-11-26 20:44:36,Refund,1655.41,UPI,Success,INR
T002425,A00322,M0084,2024-09-05 01:53:18,Purchase,941.05,UPI,Success,INR
T002426,A00266,M0044,2025-07-03 18:21:43,Purchase,357.7,NetBanking,Success,INR
T002427,A00400,M0039,2024-03-15 21:26:00,Bill_Payment,1371.91,NetBanking,Success,INR
T002428,A00293,M0040,2025-10-15 21:35:51,Purchase,935.61,UPI,Success,INR
T002429,A00207,M0007,2024-06-16 20:25:02,Bill_Payment,2267.07,UPI,Success,INR
T002430,A00333,M0070,2025-05-17 14:16:50,Bill_Payment,253.59,UPI,Success,INR
T002431,A00077,M0025,2024-12-20 11:21:28,Refund,490.68,UPI,Success,INR
T002432,A00288,M0059,2024-08-12 13:37:27,Purchase,499.6,UPI,Success,INR
T002433,A00047,M0013,2025-10-25 12:45:55,Purchase,1989.19,Card,Success,INR
T002434,A00110,M0086,2025-06-14 00:33:02,Bill_Payment,885.48,NetBanking,Success,INR
T002435,A00200,M0081,2024-05-25 09:24:24,Purchase,3173.91,Card,Success,INR
T002436,A00427,M0086,2024-08-28 21:58:38,Transfer,765.93,UPI,Failed,INR
T002437,A00210,M0098,2024-12-09 23:44:50,Withdrawal,1337.54,UPI,Success,INR
T002438,A00376,M0062,2024-02-04 10:54:25,Purchase,4170.6,UPI,Success,INR
T002439,A00420,M0008,2025-12-02 12:51:53,Bill_Payment,222.37,UPI,Success,INR
T002440,A00154,M0045,2024-01-01 12:19:10,Transfer,1125.63,Card,Success,INR
T002441,A00010,M0018,2024-06-01 04:16:18,Purchase,1065.91,Wallet,Success,INR
T002442,A00415,M0088,2025-03-04 19:23:35,Purchase,539.66,UPI,Success,INR
T002443,A00353,M0060,2025-05-22 07:45:24,Purchase,946.27,ATM,Success,INR
T002444,A00157,M0060,2024-05-05 22:56:33,Purchase,1452.38,Wallet,Success,INR
T002445,A00261,M0002,2025-05-05 02:01:52,Withdrawal,560.25,UPI,Success,INR
T002446,A00077,M0066,2025-04-26 08:25:53,Purchase,1152.71,UPI,Success,INR
T002447,A00257,M0091,2024-12-10 04:29:52,Purchase,438.01,UPI,Success,INR
T002448,A00131,M0014,2024-08-08 04:50:50,Bill_Payment,912.44,Card,Success,INR
T002449,A00067,M0048,2025-12-23 01:30:32,Transfer,2529.64,UPI,Success,INR
T002450,A00228,M0056,2024-01-25 15:53:45,Purchase,2638.44,UPI,Success,INR
T002451,A00163,M0012,2025-06-11 21:51:51,Refund,3151.05,Wallet,Success,INR
T002452,A00015,M0096,2024-06-30 18:13:24,Purchase,1000.77,UPI,Success,INR
T002453,A00232,M0092,2025-05-13 02:51:35,Bill_Payment,817.25,UPI,Success,INR
T002454,A00195,M0055,2025-10-02 01:52:54,Withdrawal,2130.61,NetBanking,Success,INR
T002455,A00349,M0028,2024-02-11 03:23:10,Withdrawal,3134.39,Wallet,Success,INR
T002456,A00030,M0089,2025-04-25 08:41:26,Withdrawal,1182.16,UPI,Success,INR
T002457,A00359,M0004,2025-03-14 21:12:05,Transfer,4276.75,UPI,Success,INR
T002458,A00338,M0090,2025-02-05 20:07:07,Bill_Payment,2078.76,NetBanking,Success,INR
T002459,A00331,M0036,2025-06-29 17:46:54,Bill_Payment,655.95,NetBanking,Success,INR
T002460,A00427,M0050,2024-12-10 21:04:12,Purchase,731.45,ATM,Success,INR
T002461,A00316,M0003,2024-02-14 15:20:56,Purchase,1057.4,UPI,Success,INR
T002462,A00296,M0001,2025-10-07 16:17:10,Bill_Payment,266.82,NetBanking,Success,INR
T002463,A00449,M0017,2024-01-21 17:26:11,Transfer,666.41,UPI,Success,INR
T002464,A00413,M0071,2025-09-25 14:21:55,Bill_Payment,3061.72,Wallet,Pending,INR
T002465,A00330,M0062,2024-03-10 02:04:26,Transfer,3679.82,UPI,Success,INR
T002466,A00220,M0048,2024-02-17 04:53:57,Transfer,1418.6,UPI,Success,INR
T002467,A00377,M0062,2025-05-05 19:05:45,Purchase,1650.66,UPI,Success,INR
T002468,A00147,M0069,2025-07-04 10:05:17,Purchase,829.71,UPI,Success,INR
T002469,A00259,M0019,2024-10-13 13:49:26,Transfer,616.38,UPI,Success,INR
T002470,A00292,M0034,2024-01-10 00:51:18,Transfer,1832.21,UPI,Pending,INR
T002471,A00299,M0099,2025-06-25 07:34:59,Transfer,738.17,UPI,Failed,INR
T002472,A00143,M0049,2024-09-30 00:59:03,Withdrawal,5020.58,UPI,Success,INR
T002473,A00425,M0080,2025-08-22 14:10:52,Transfer,1584.04,NetBanking,Success,INR
T002474,A00235,M0047,2025-01-15 06:07:44,Bill_Payment,1637.2,UPI,Failed,INR
T002475,A00115,M0091,2024-11-24 20:04:47,Purchase,422.6,NetBanking,Success,INR
T002476,A00365,M0050,2025-04-23 22:20:42,Transfer,136.08,NetBanking,Success,INR
T002477,A00090,M0089,2024-01-15 23:13:52,Purchase,1636.99,UPI,Success,INR
T002478,A00208,M0026,2025-05-30 04:00:25,Transfer,701.2,UPI,Success,INR
T002479,A00164,M0056,2024-07-09 14:18:01,Purchase,2658.65,NetBanking,Success,INR
T002480,A00084,M0078,2024-06-16 21:29:07,Purchase,482.28,UPI,Success,INR
T002481,A00077,M0014,2025-06-04 23:05:14,Purchase,679.88,UPI,Success,INR
T002482,A00161,M0078,2025-09-12 20:05:17,Purchase,3003.44,UPI,Success,INR
T002483,A00005,M0025,2024-05-16 14:02:10,Purchase,1624.76,UPI,Success,INR
T002484,A00078,M0100,2024-06-02 22:31:39,Refund,445.33,UPI,Success,INR
T002485,A00091,M0004,2025-01-22 07:11:28,Purchase,1130.72,ATM,Success,INR
T002486,A00087,M0079,2024-07-27 07:38:11,Withdrawal,6083.63,Wallet,Success,INR
T002487,A00270,M0032,2024-09-28 08:59:12,Transfer,1247.96,Wallet,Success,INR
T002488,A00104,M0082,2024-05-22 06:01:16,Purchase,959.84,UPI,Success,INR
T002489,A00339,M0078,2025-09-02 18:17:16,Purchase,2454.58,ATM,Failed,INR
T002490,A00175,M0065,2024-03-09 10:24:23,Purchase,1505.75,Card,Success,INR
T002491,A00054,M0061,2024-09-03 13:36:30,Withdrawal,4021.06,NetBanking,Success,INR
T002492,A00388,M0020,2024-09-17 17:40:27,Purchase,2163.73,Card,Success,INR
T002493,A00211,M0074,2024-03-19 05:37:01,Purchase,2479.69,UPI,Success,INR
T002494,A00095,M0010,2025-10-19 23:50:37,Purchase,4201.0,Wallet,Success,INR
T002495,A00223,M0088,2025-09-14 20:14:03,Transfer,837.86,Card,Success,INR
T002496,A00009,M0034,2025-08-27 14:15:13,Withdrawal,639.77,ATM,Success,INR
T002497,A00053,M0061,2025-06-08 08:07:31,Purchase,326.63,UPI,Success,INR
T002498,A00077,M0092,2025-09-12 12:56:26,Transfer,907.09,ATM,Success,INR
T002499,A00206,M0027,2024-11-25 20:40:18,Purchase,337.73,UPI,Success,INR
T002500,A00316,M0040,2024-07-07 14:58:04,Purchase,1523.76,UPI,Success,INR
T002501,A00302,M0065,2024-04-04 14:37:00,Purchase,631.35,Card,Success,INR
T002502,A00310,M0033,2025-09-08 02:47:20,Transfer,2607.38,Card,Success,INR
T002503,A00330,M0068,2024-01-08 19:54:37,Transfer,2210.14,NetBanking,Success,INR
T002504,A00112,M0071,2024-03-07 12:44:38,Withdrawal,772.29,Card,Success,INR
T002505,A00351,M0009,2025-05-10 01:39:29,Transfer,2640.34,UPI,Success,INR
T002506,A00165,M0016,2024-07-09 03:39:22,Purchase,1254.27,Card,Success,INR
T002507,A00279,M0005,2024-12-31 18:10:35,Purchase,222.71,UPI,Success,INR
T002508,A00027,M0098,2025-06-04 20:44:27,Purchase,450.44,Card,Success,INR
T002509,A00070,M0023,2024-04-26 01:23:57,Withdrawal,571.49,UPI,Success,INR
